proyecto_id;organizacion_id;persona_id;financiadora;ejecutora;evaluadora;adoptante;beneficiaria;adquiriente;porcentaje_financiamiento
1063;905;;Y;Y;N;N;N;N;69
1063;5391;;Y;N;Y;N;N;N;31
1064;5391;;Y;N;Y;N;N;N;25
1064;624;;Y;Y;N;N;N;N;75
1065;572;;Y;Y;N;N;N;N;50
1065;5391;;Y;N;Y;N;N;N;50
1066;5391;;Y;N;Y;N;N;N;50
1066;8531;;Y;Y;N;N;N;N;50
1067;1917;;Y;Y;N;N;N;N;50
1067;5391;;Y;N;Y;N;N;N;50
1068;889;;Y;Y;N;N;N;N;50
1068;5391;;Y;N;Y;N;N;N;50
1069;624;;Y;Y;N;N;N;N;70
1069;5391;;Y;N;Y;N;N;N;30
1070;929;;Y;Y;N;N;N;N;77
1070;5391;;Y;N;Y;N;N;N;23
1071;5391;;Y;N;Y;N;N;N;30
1071;2123;;Y;Y;N;N;N;N;70
1072;5391;;Y;N;Y;N;N;N;16
1072;8425;;Y;Y;N;N;N;N;84
1073;1268;;Y;Y;N;N;N;N;88
1073;5391;;Y;N;Y;N;N;N;12
1074;930;;Y;Y;N;N;N;N;50
1074;5391;;Y;N;Y;N;N;N;50
1075;926;;Y;Y;N;N;N;N;72
1075;5391;;Y;N;Y;N;N;N;28
1076;87;;Y;Y;N;N;N;N;72
1076;5391;;Y;N;Y;N;N;N;28
1077;1831;;Y;Y;N;N;N;N;76
1077;5391;;Y;N;Y;N;N;N;24
1078;1975;;Y;Y;N;N;N;N;62
1078;5391;;Y;N;Y;N;N;N;38
1079;919;;Y;Y;N;N;N;N;86
1079;5391;;Y;N;Y;N;N;N;14
1080;543;;Y;Y;N;N;N;N;65
1080;5391;;Y;N;Y;N;N;N;35
1081;3742;;Y;Y;N;N;N;N;52
1081;5391;;Y;N;Y;N;N;N;48
1082;5391;;Y;N;Y;N;N;N;28
1082;5373;;Y;Y;N;N;N;N;72
1083;5391;;Y;N;Y;N;N;N;49
1083;3689;;Y;Y;N;N;N;N;51
1084;3532;;Y;Y;N;N;N;N;86
1084;5391;;Y;N;Y;N;N;N;14
1085;5317;;Y;Y;N;N;N;N;78
1085;5391;;Y;N;Y;N;N;N;22
1086;5391;;Y;N;Y;N;N;N;42
1086;10112;;Y;Y;N;N;N;N;58
1087;345;;Y;Y;N;N;N;N;83
1087;5391;;Y;N;Y;N;N;N;17
1088;156;;Y;Y;N;N;N;N;72
1088;5391;;Y;N;Y;N;N;N;28
1089;547;;Y;Y;N;N;N;N;71
1089;5391;;Y;N;Y;N;N;N;29
1090;5391;;Y;N;Y;N;N;N;5
1090;903;;Y;Y;N;N;N;N;95
1091;156;;Y;Y;N;N;N;N;84
1091;5391;;Y;N;Y;N;N;N;16
1092;4887;;Y;Y;N;N;N;N;80
1092;5391;;Y;N;Y;N;N;N;20
1093;1975;;Y;Y;N;N;N;N;50
1093;5391;;Y;N;Y;N;N;N;50
1094;919;;Y;Y;N;N;N;N;77
1094;5391;;Y;N;Y;N;N;N;23
1095;5306;;Y;Y;N;N;N;N;87
1095;5391;;Y;N;Y;N;N;N;13
1096;146;;Y;Y;N;N;N;N;86
1096;5391;;Y;N;Y;N;N;N;14
1097;1060;;Y;Y;N;N;N;N;67
1097;5391;;Y;N;Y;N;N;N;33
1098;5391;;Y;N;Y;N;N;N;14
1098;123;;Y;Y;N;N;N;N;86
1099;7429;;Y;Y;N;N;N;N;50
1099;5391;;Y;N;Y;N;N;N;50
1100;37;;Y;Y;N;N;N;N;79
1100;5391;;Y;N;Y;N;N;N;21
1101;1666;;Y;Y;N;N;N;N;69
1101;5391;;Y;N;Y;N;N;N;31
1102;5391;;Y;N;Y;N;N;N;50
1102;5565;;Y;Y;N;N;N;N;50
1103;899;;Y;Y;N;N;N;N;79
1103;5391;;Y;N;Y;N;N;N;21
1104;1814;;Y;Y;N;N;N;N;72
1104;5391;;Y;N;Y;N;N;N;28
1105;4844;;Y;Y;N;N;N;N;85
1105;5391;;Y;N;Y;N;N;N;15
1106;5391;;Y;N;Y;N;N;N;48
1106;8257;;Y;Y;N;N;N;N;52
1107;5391;;Y;N;Y;N;N;N;22
1107;1708;;Y;Y;N;N;N;N;78
1108;4834;;Y;Y;N;N;N;N;67
1108;5391;;Y;N;Y;N;N;N;33
1109;5391;;Y;N;Y;N;N;N;46
1109;4846;;Y;Y;N;N;N;N;54
1110;5391;;Y;N;Y;N;N;N;30
1110;8382;;Y;Y;N;N;N;N;70
1111;3685;;Y;Y;N;N;N;N;86
1111;5391;;Y;N;Y;N;N;N;14
1112;5391;;Y;N;Y;N;N;N;50
1112;7522;;Y;Y;N;N;N;N;50
1113;22;;Y;Y;N;N;N;N;88
1113;5391;;Y;N;Y;N;N;N;12
1114;905;;Y;Y;N;N;N;N;56
1114;5391;;Y;N;Y;N;N;N;44
1115;6339;;Y;Y;N;N;N;N;50
1115;5391;;Y;N;Y;N;N;N;50
1116;3938;;Y;Y;N;N;N;N;80
1116;5391;;Y;N;Y;N;N;N;20
1117;904;;Y;Y;N;N;N;N;79
1117;5391;;Y;N;Y;N;N;N;21
1118;532;;Y;Y;N;N;N;N;91
1118;5391;;Y;N;Y;N;N;N;9
1120;1060;;Y;Y;N;N;N;N;69
1120;5391;;Y;N;Y;N;N;N;31
1121;1726;;Y;Y;N;N;N;N;50
1121;5391;;Y;N;Y;N;N;N;50
1122;8022;;Y;Y;N;N;N;N;93
1122;5391;;Y;N;Y;N;N;N;7
1123;5391;;Y;N;Y;N;N;N;1.00
1123;8420;;N;Y;N;N;N;N;0
1124;1971;;Y;Y;N;N;N;N;64
1124;5391;;Y;N;Y;N;N;N;36
1125;5391;;Y;N;Y;N;N;N;12
1125;910;;Y;Y;N;N;N;N;88
1126;364;;Y;Y;N;N;N;N;91
1126;5391;;Y;N;Y;N;N;N;9
1127;97;;Y;Y;N;N;N;N;91
1127;5391;;Y;N;Y;N;N;N;9
1128;156;;Y;Y;N;N;N;N;89
1128;5391;;Y;N;Y;N;N;N;11
1129;5391;;Y;N;Y;N;N;N;25
1129;899;;Y;Y;N;N;N;N;75
1130;611;;Y;Y;N;N;N;N;50
1130;5391;;Y;N;Y;N;N;N;50
1132;2052;;N;Y;N;N;N;N;0
1132;5391;;Y;N;Y;N;N;N;1.00
1133;5391;;Y;N;Y;N;N;N;50
1133;4909;;Y;Y;N;N;N;N;50
1134;929;;Y;Y;N;N;N;N;58
1134;5391;;Y;N;Y;N;N;N;42
1135;1708;;Y;Y;N;N;N;N;55
1135;5391;;Y;N;Y;N;N;N;45
1136;929;;Y;Y;N;N;N;N;63
1136;5391;;Y;N;Y;N;N;N;37
1138;178;;Y;Y;N;N;N;N;71
1138;5391;;Y;N;Y;N;N;N;29
1139;5391;;Y;N;Y;N;N;N;28
1139;8422;;Y;Y;N;N;N;N;72
1140;1971;;Y;Y;N;N;N;N;92
1140;5391;;Y;N;Y;N;N;N;8
1141;620;;Y;Y;N;N;N;N;87
1141;5391;;Y;N;Y;N;N;N;13
1142;948;;Y;Y;N;N;N;N;72
1142;5391;;Y;N;Y;N;N;N;28
1143;5391;;Y;N;Y;N;N;N;42
1143;9418;;Y;Y;N;N;N;N;58
1144;5391;;Y;N;Y;N;N;N;12
1144;8337;;Y;Y;N;N;N;N;88
1146;5391;;Y;N;Y;N;N;N;11
1146;8594;;Y;Y;N;N;N;N;89
1148;944;;Y;Y;N;N;N;N;69
1148;5391;;Y;N;Y;N;N;N;31
1149;5566;;Y;Y;N;N;N;N;67
1149;5391;;Y;N;Y;N;N;N;33
1150;5391;;Y;N;Y;N;N;N;50
1150;6045;;Y;Y;N;N;N;N;50
1151;5391;;Y;N;Y;N;N;N;39
1151;9418;;Y;Y;N;N;N;N;61
1155;1975;;Y;Y;N;N;N;N;60
1155;5391;;Y;N;Y;N;N;N;40
1156;252;;Y;Y;N;N;N;N;73
1156;5391;;Y;N;Y;N;N;N;27
1157;591;;Y;Y;N;N;N;N;53
1157;5391;;Y;N;Y;N;N;N;47
1158;592;;Y;Y;N;N;N;N;56
1158;5391;;Y;N;Y;N;N;N;44
1159;8542;;Y;Y;N;N;N;N;79
1159;5391;;Y;N;Y;N;N;N;21
1161;5391;;Y;N;Y;N;N;N;14
1161;8823;;Y;Y;N;N;N;N;86
1162;5391;;Y;N;Y;N;N;N;26
1162;8353;;Y;Y;N;N;N;N;74
1163;346;;Y;Y;N;N;N;N;71
1163;5391;;Y;N;Y;N;N;N;29
1164;5391;;Y;N;Y;N;N;N;7
1164;7753;;Y;Y;N;N;N;N;93
1165;594;;Y;Y;N;N;N;N;51
1165;5391;;Y;N;Y;N;N;N;49
1166;1800;;Y;Y;N;N;N;N;91
1166;5391;;Y;N;Y;N;N;N;9
1167;1795;;Y;Y;N;N;N;N;50
1167;5391;;Y;N;Y;N;N;N;50
1168;1268;;Y;Y;N;N;N;N;90
1168;5391;;Y;N;Y;N;N;N;10
1169;5391;;Y;N;Y;N;N;N;36
1169;4848;;Y;Y;N;N;N;N;64
1170;5391;;Y;N;Y;N;N;N;50
1170;611;;Y;Y;N;N;N;N;50
1171;5391;;Y;N;Y;N;N;N;48
1171;7747;;Y;Y;N;N;N;N;52
1172;605;;Y;Y;N;N;N;N;71
1172;5391;;Y;N;Y;N;N;N;29
1173;1322;;Y;Y;N;N;N;N;80
1173;5391;;Y;N;Y;N;N;N;20
1174;919;;Y;Y;N;N;N;N;71
1174;5391;;Y;N;Y;N;N;N;29
1175;5391;;Y;N;Y;N;N;N;32
1175;7655;;Y;Y;N;N;N;N;68
1176;910;;Y;Y;N;N;N;N;86
1176;5391;;Y;N;Y;N;N;N;14
1177;5317;;Y;Y;N;N;N;N;62
1177;5391;;Y;N;Y;N;N;N;38
1178;1909;;Y;Y;N;N;N;N;53
1178;5391;;Y;N;Y;N;N;N;47
1179;3421;;Y;Y;N;N;N;N;58
1179;5391;;Y;N;Y;N;N;N;42
1180;5317;;Y;Y;N;N;N;N;74
1180;5391;;Y;N;Y;N;N;N;26
1181;5391;;Y;N;Y;N;N;N;50
1181;9485;;Y;Y;N;N;N;N;50
1182;605;;Y;Y;N;N;N;N;50
1182;5391;;Y;N;Y;N;N;N;50
1183;10422;;Y;Y;N;N;N;N;42
1183;5391;;Y;N;Y;N;N;N;58
1184;8599;;Y;Y;N;N;N;N;68
1184;5391;;Y;N;Y;N;N;N;32
1185;5391;;Y;N;Y;N;N;N;50
1185;7176;;Y;Y;N;N;N;N;50
1186;5391;;Y;N;Y;N;N;N;47
1186;8931;;Y;Y;N;N;N;N;53
1187;903;;Y;Y;N;N;N;N;79
1187;5391;;Y;N;Y;N;N;N;21
1188;3858;;Y;Y;N;N;N;N;50
1188;5391;;Y;N;Y;N;N;N;50
1189;926;;Y;Y;N;N;N;N;74
1189;5391;;Y;N;Y;N;N;N;26
1190;945;;Y;Y;N;N;N;N;81
1190;5391;;Y;N;Y;N;N;N;19
1191;22;;Y;Y;N;N;N;N;85
1191;5391;;Y;N;Y;N;N;N;15
1192;5391;;Y;N;Y;N;N;N;16
1192;347;;Y;Y;N;N;N;N;84
1193;214;;Y;Y;N;N;N;N;68
1193;5391;;Y;N;Y;N;N;N;32
1194;414;;Y;Y;N;N;N;N;79
1194;5391;;Y;N;Y;N;N;N;21
1195;5391;;Y;N;Y;N;N;N;19
1195;7080;;Y;Y;N;N;N;N;81
1196;5391;;Y;N;Y;N;N;N;33
1196;5317;;Y;Y;N;N;N;N;67
1197;5391;;Y;N;Y;N;N;N;26
1197;6003;;Y;Y;N;N;N;N;74
1198;5391;;Y;N;Y;N;N;N;50
1198;8531;;Y;Y;N;N;N;N;50
1199;944;;Y;Y;N;N;N;N;70
1199;5391;;Y;N;Y;N;N;N;30
1200;107;;Y;Y;N;N;N;N;74
1200;5391;;Y;N;Y;N;N;N;26
1201;4016;;Y;Y;N;N;N;N;65
1201;5391;;Y;N;Y;N;N;N;35
1202;926;;Y;Y;N;N;N;N;86
1202;5391;;Y;N;Y;N;N;N;14
1203;3835;;Y;Y;N;N;N;N;78
1203;5391;;Y;N;Y;N;N;N;22
1204;898;;Y;Y;N;N;N;N;94
1204;5391;;Y;N;Y;N;N;N;6
1205;5391;;Y;N;Y;N;N;N;19
1205;245;;Y;Y;N;N;N;N;81
1206;148;;Y;Y;N;N;N;N;93
1206;5391;;Y;N;Y;N;N;N;7
1207;5391;;Y;N;Y;N;N;N;50
1207;8382;;Y;Y;N;N;N;N;50
1208;5391;;Y;N;Y;N;N;N;44
1208;895;;Y;Y;N;N;N;N;56
1210;3759;;Y;Y;N;N;N;N;68
1210;5391;;Y;N;Y;N;N;N;32
1211;5391;;Y;N;Y;N;N;N;10
1211;8258;;Y;Y;N;N;N;N;90
1212;3279;;Y;Y;N;N;N;N;88
1212;5391;;Y;N;Y;N;N;N;12
1213;611;;Y;Y;N;N;N;N;50
1213;5391;;Y;N;Y;N;N;N;50
1214;892;;Y;Y;N;N;N;N;76
1214;5391;;Y;N;Y;N;N;N;24
1215;921;;Y;Y;N;N;N;N;50
1215;5391;;Y;N;Y;N;N;N;50
1216;7456;;Y;Y;N;N;N;N;50
1216;5391;;Y;N;Y;N;N;N;50
1217;5391;;Y;N;Y;N;N;N;29
1217;3434;;Y;Y;N;N;N;N;71
1218;1268;;Y;Y;N;N;N;N;66
1218;5391;;Y;N;Y;N;N;N;34
1219;148;;Y;Y;N;N;N;N;72
1219;5391;;Y;N;Y;N;N;N;28
1220;5391;;Y;N;Y;N;N;N;22
1220;6028;;Y;Y;N;N;N;N;78
1221;5391;;Y;N;Y;N;N;N;24
1221;6045;;Y;Y;N;N;N;N;76
1222;5391;;Y;N;Y;N;N;N;51
1222;4847;;Y;Y;N;N;N;N;49
1223;904;;Y;Y;N;N;N;N;72
1223;5391;;Y;N;Y;N;N;N;28
1224;7746;;Y;Y;N;N;N;N;86
1224;5391;;Y;N;Y;N;N;N;14
1225;5391;;Y;N;Y;N;N;N;31
1225;8663;;Y;Y;N;N;N;N;69
1226;376;;Y;Y;N;N;N;N;76
1226;5391;;Y;N;Y;N;N;N;24
1227;3759;;Y;Y;N;N;N;N;71
1227;5391;;Y;N;Y;N;N;N;29
1228;587;;Y;Y;N;N;N;N;50
1228;5391;;Y;N;Y;N;N;N;50
1229;9142;;Y;Y;N;N;N;N;71
1229;5391;;Y;N;Y;N;N;N;29
1230;5391;;Y;N;Y;N;N;N;50
1230;220;;Y;Y;N;N;N;N;50
1231;5045;;Y;Y;N;N;N;N;50
1231;5391;;Y;N;Y;N;N;N;50
1232;89;;Y;Y;N;N;N;N;49
1232;5391;;Y;N;Y;N;N;N;51
1233;2305;;Y;Y;N;N;N;N;89
1233;5391;;Y;N;Y;N;N;N;11
1234;5391;;Y;N;Y;N;N;N;25
1234;8970;;Y;Y;N;N;N;N;75
1235;929;;Y;Y;N;N;N;N;88
1235;5391;;Y;N;Y;N;N;N;12
1236;5391;;Y;N;Y;N;N;N;30
1236;4848;;Y;Y;N;N;N;N;70
1237;4908;;Y;Y;N;N;N;N;80
1237;5391;;Y;N;Y;N;N;N;20
1238;5391;;Y;N;Y;N;N;N;26
1238;8484;;Y;Y;N;N;N;N;74
1239;5391;;Y;N;Y;N;N;N;26
1239;8419;;Y;Y;N;N;N;N;74
1240;5391;;Y;N;Y;N;N;N;27
1240;8830;;Y;Y;N;N;N;N;73
1241;5391;;Y;N;Y;N;N;N;23
1241;1971;;Y;Y;N;N;N;N;77
1242;123;;Y;Y;N;N;N;N;79
1242;5391;;Y;N;Y;N;N;N;21
1243;926;;Y;Y;N;N;N;N;63
1243;5391;;Y;N;Y;N;N;N;37
1244;5391;;Y;N;Y;N;N;N;10
1244;5428;;Y;Y;N;N;N;N;90
1245;5317;;Y;Y;N;N;N;N;86
1245;5391;;Y;N;Y;N;N;N;14
1246;955;;Y;Y;N;N;N;N;68
1246;5391;;Y;N;Y;N;N;N;32
1247;3416;;Y;Y;N;N;N;N;94
1247;5391;;Y;N;Y;N;N;N;6
1248;874;;Y;Y;N;N;N;N;71
1248;5391;;Y;N;Y;N;N;N;29
1249;5391;;Y;N;Y;N;N;N;30
1249;8423;;Y;Y;N;N;N;N;70
1250;413;;Y;Y;N;N;N;N;83
1250;5391;;Y;N;Y;N;N;N;17
1251;5368;;Y;Y;N;N;N;N;76
1251;5391;;Y;N;Y;N;N;N;24
1252;914;;Y;Y;N;N;N;N;76
1252;5391;;Y;N;Y;N;N;N;24
1253;5391;;Y;N;Y;N;N;N;41
1253;926;;Y;Y;N;N;N;N;59
1254;4846;;Y;Y;N;N;N;N;67
1254;5391;;Y;N;Y;N;N;N;33
1255;4848;;Y;Y;N;N;N;N;84
1255;5391;;Y;N;Y;N;N;N;16
1256;3434;;Y;Y;N;N;N;N;53
1256;5391;;Y;N;Y;N;N;N;47
1257;5391;;Y;N;Y;N;N;N;25
1257;544;;Y;Y;N;N;N;N;75
1258;4947;;Y;Y;N;N;N;N;50
1258;5391;;Y;N;Y;N;N;N;50
1259;5391;;Y;N;Y;N;N;N;26
1259;6288;;Y;Y;N;N;N;N;74
1260;888;;Y;Y;N;N;N;N;82
1260;5391;;Y;N;Y;N;N;N;18
1261;5391;;Y;N;Y;N;N;N;23
1261;910;;Y;Y;N;N;N;N;77
1262;947;;Y;Y;N;N;N;N;72
1262;5391;;Y;N;Y;N;N;N;28
1263;3302;;Y;Y;N;N;N;N;50
1263;5391;;Y;N;Y;N;N;N;50
1264;1795;;Y;Y;N;N;N;N;92
1264;5391;;Y;N;Y;N;N;N;8
1265;605;;Y;Y;N;N;N;N;70
1265;5391;;Y;N;Y;N;N;N;30
1266;84;;Y;Y;N;N;N;N;91
1266;5391;;Y;N;Y;N;N;N;9
1267;164;;Y;Y;N;N;N;N;69
1267;5391;;Y;N;Y;N;N;N;31
1268;5231;;Y;Y;N;N;N;N;77
1268;5391;;Y;N;Y;N;N;N;23
1269;5391;;Y;N;Y;N;N;N;22
1269;473;;Y;Y;N;N;N;N;78
1270;905;;Y;Y;N;N;N;N;65
1270;5391;;Y;N;Y;N;N;N;35
1271;5239;;Y;Y;N;N;N;N;59
1271;5391;;Y;N;Y;N;N;N;41
1272;5391;;Y;N;Y;N;N;N;36
1272;5231;;Y;Y;N;N;N;N;64
1273;905;;Y;Y;N;N;N;N;81
1273;5391;;Y;N;Y;N;N;N;19
1274;944;;Y;Y;N;N;N;N;71
1274;5391;;Y;N;Y;N;N;N;29
1275;5566;;Y;Y;N;N;N;N;78
1275;5391;;Y;N;Y;N;N;N;22
1276;1060;;Y;Y;N;N;N;N;70
1276;5391;;Y;N;Y;N;N;N;30
1277;903;;Y;Y;N;N;N;N;87
1277;5391;;Y;N;Y;N;N;N;13
1278;4908;;Y;Y;N;N;N;N;52
1278;5391;;Y;N;Y;N;N;N;48
1279;1060;;Y;Y;N;N;N;N;76
1279;5391;;Y;N;Y;N;N;N;24
1280;7176;;Y;Y;N;N;N;N;56
1280;5391;;Y;N;Y;N;N;N;44
1281;932;;Y;Y;N;N;N;N;50
1281;5391;;Y;N;Y;N;N;N;50
1282;5376;;Y;Y;N;N;N;N;79
1282;5391;;Y;N;Y;N;N;N;21
1283;5377;;Y;Y;N;N;N;N;65
1283;5391;;Y;N;Y;N;N;N;35
1284;5391;;Y;N;Y;N;N;N;31
1284;2123;;Y;Y;N;N;N;N;69
1285;5391;;Y;N;Y;N;N;N;30
1285;7205;;Y;Y;N;N;N;N;70
1286;919;;Y;Y;N;N;N;N;81
1286;5391;;Y;N;Y;N;N;N;19
1287;5391;;Y;N;Y;N;N;N;51
1287;9598;;Y;Y;N;N;N;N;49
1288;5317;;Y;Y;N;N;N;N;50
1288;5391;;Y;N;Y;N;N;N;50
1289;5391;;Y;N;Y;N;N;N;14
1289;917;;Y;Y;N;N;N;N;86
1291;5391;;Y;N;Y;N;N;N;25
1291;605;;Y;Y;N;N;N;N;75
1292;4844;;Y;Y;N;N;N;N;49
1292;5391;;Y;N;Y;N;N;N;51
1293;5391;;Y;N;Y;N;N;N;43
1293;5317;;Y;Y;N;N;N;N;57
1294;3680;;Y;Y;N;N;N;N;60
1294;5391;;Y;N;Y;N;N;N;40
1295;870;;Y;Y;N;N;N;N;65
1295;5391;;Y;N;Y;N;N;N;35
1296;1705;;Y;Y;N;N;N;N;67
1296;5391;;Y;N;Y;N;N;N;33
1297;2052;;Y;Y;N;N;N;N;50
1297;5391;;Y;N;Y;N;N;N;50
1298;5391;;Y;N;Y;N;N;N;50
1298;6779;;Y;Y;N;N;N;N;50
1299;5157;;Y;Y;N;N;N;N;84
1299;5391;;Y;N;Y;N;N;N;16
1300;1793;;Y;Y;N;N;N;N;64
1300;5391;;Y;N;Y;N;N;N;36
1301;400;;Y;Y;N;N;N;N;53
1301;5391;;Y;N;Y;N;N;N;47
1302;888;;Y;Y;N;N;N;N;63
1302;5391;;Y;N;Y;N;N;N;37
1303;4012;;Y;Y;N;N;N;N;52
1303;5391;;Y;N;Y;N;N;N;48
1304;5391;;Y;N;Y;N;N;N;51
1304;7747;;Y;Y;N;N;N;N;49
1305;4663;;Y;Y;N;N;N;N;73
1305;5391;;Y;N;Y;N;N;N;27
1306;944;;Y;Y;N;N;N;N;70
1306;5391;;Y;N;Y;N;N;N;30
1307;5391;;Y;N;Y;N;N;N;39
1307;7860;;Y;Y;N;N;N;N;61
1308;109;;Y;Y;N;N;N;N;85
1308;5391;;Y;N;Y;N;N;N;15
1309;3277;;Y;Y;N;N;N;N;79
1309;5391;;Y;N;Y;N;N;N;21
1310;587;;Y;Y;N;N;N;N;64
1310;5391;;Y;N;Y;N;N;N;36
1311;158;;Y;Y;N;N;N;N;73
1311;5391;;Y;N;Y;N;N;N;27
1312;4909;;Y;Y;N;N;N;N;74
1312;5391;;Y;N;Y;N;N;N;26
1313;5391;;Y;N;Y;N;N;N;36
1313;8420;;Y;Y;N;N;N;N;64
1314;4844;;Y;Y;N;N;N;N;85
1314;5391;;Y;N;Y;N;N;N;15
1315;3499;;Y;Y;N;N;N;N;68
1315;5391;;Y;N;Y;N;N;N;32
1316;1598;;Y;Y;N;N;N;N;91
1316;5391;;Y;N;Y;N;N;N;9
1317;5391;;Y;N;Y;N;N;N;22
1317;14705;;Y;Y;N;N;N;N;78
1318;909;;Y;Y;N;N;N;N;96
1318;5391;;Y;N;Y;N;N;N;4
1319;1702;;Y;Y;N;N;N;N;84
1319;5391;;Y;N;Y;N;N;N;16
1320;624;;Y;Y;N;N;N;N;71
1320;5391;;Y;N;Y;N;N;N;29
1321;868;;Y;Y;N;N;N;N;59
1321;5391;;Y;N;Y;N;N;N;41
1323;904;;Y;Y;N;N;N;N;68
1323;5391;;Y;N;Y;N;N;N;32
1324;605;;Y;Y;N;N;N;N;67
1324;5391;;Y;N;Y;N;N;N;33
1325;591;;N;Y;N;N;N;N;0
1325;5391;;Y;N;Y;N;N;N;1.00
1326;123;;Y;Y;N;N;N;N;51
1326;5391;;Y;N;Y;N;N;N;49
1327;5391;;Y;N;Y;N;N;N;50
1327;611;;Y;Y;N;N;N;N;50
1328;5391;;Y;N;Y;N;N;N;44
1328;929;;Y;Y;N;N;N;N;56
1329;5391;;Y;N;Y;N;N;N;22
1329;201;;Y;Y;N;N;N;N;78
1330;5391;;Y;N;Y;N;N;N;50
1330;890;;Y;Y;N;N;N;N;50
1331;4076;;Y;Y;N;N;N;N;75
1331;5391;;Y;N;Y;N;N;N;25
1332;162;;Y;Y;N;N;N;N;85
1332;5391;;Y;N;Y;N;N;N;15
1333;611;;Y;Y;N;N;N;N;80
1333;5391;;Y;N;Y;N;N;N;20
1334;5391;;Y;N;Y;N;N;N;25
1334;8816;;Y;Y;N;N;N;N;75
1335;5391;;Y;N;Y;N;N;N;9
1335;347;;Y;Y;N;N;N;N;91
1336;624;;Y;Y;N;N;N;N;86
1336;5391;;Y;N;Y;N;N;N;14
1337;5391;;Y;N;Y;N;N;N;42
1337;8970;;Y;Y;N;N;N;N;58
1338;5391;;Y;N;Y;N;N;N;12
1338;605;;Y;Y;N;N;N;N;88
1339;948;;Y;Y;N;N;N;N;69
1339;5391;;Y;N;Y;N;N;N;31
1340;5377;;Y;Y;N;N;N;N;80
1340;5391;;Y;N;Y;N;N;N;20
1341;744;;Y;Y;N;N;N;N;74
1341;5391;;Y;N;Y;N;N;N;26
1342;5391;;Y;N;Y;N;N;N;15
1342;868;;Y;Y;N;N;N;N;85
1343;199;;Y;Y;N;N;N;N;59
1343;5391;;Y;N;Y;N;N;N;41
1344;432;;Y;Y;N;N;N;N;65
1344;5391;;Y;N;Y;N;N;N;35
1345;148;;Y;Y;N;N;N;N;74
1345;5391;;Y;N;Y;N;N;N;26
1346;4823;;Y;Y;N;N;N;N;92
1346;5391;;Y;N;Y;N;N;N;8
1347;181;;Y;Y;N;N;N;N;75
1347;5391;;Y;N;Y;N;N;N;25
1348;5391;;Y;N;Y;N;N;N;18
1348;903;;Y;Y;N;N;N;N;82
1349;359;;Y;Y;N;N;N;N;73
1349;5391;;Y;N;Y;N;N;N;27
1350;5391;;Y;N;Y;N;N;N;12
1350;10572;;Y;Y;N;N;N;N;88
1352;928;;N;Y;N;N;N;N;0
1352;5391;;Y;N;Y;N;N;N;1.00
1353;452;;Y;Y;N;N;N;N;58
1353;5391;;Y;N;Y;N;N;N;42
1354;5163;;Y;Y;N;N;N;N;57
1354;5391;;Y;N;Y;N;N;N;43
1355;252;;Y;Y;N;N;N;N;51
1355;5391;;Y;N;Y;N;N;N;49
1356;5707;;Y;Y;N;N;N;N;83
1356;5391;;Y;N;Y;N;N;N;17
1357;877;;Y;Y;N;N;N;N;79
1357;5391;;Y;N;Y;N;N;N;21
1358;384;;Y;Y;N;N;N;N;69
1358;5391;;Y;N;Y;N;N;N;31
1359;5391;;Y;N;Y;N;N;N;12
1359;5415;;Y;Y;N;N;N;N;88
1360;5377;;Y;Y;N;N;N;N;76
1360;5391;;Y;N;Y;N;N;N;24
1361;5391;;Y;N;Y;N;N;N;7
1361;6314;;Y;Y;N;N;N;N;93
1362;1060;;Y;Y;N;N;N;N;95
1362;5391;;Y;N;Y;N;N;N;5
1363;4908;;Y;Y;N;N;N;N;76
1363;5391;;Y;N;Y;N;N;N;24
1364;918;;Y;Y;N;N;N;N;74
1364;5391;;Y;N;Y;N;N;N;26
1365;5391;;Y;N;Y;N;N;N;39
1365;1814;;Y;Y;N;N;N;N;61
1366;4844;;Y;Y;N;N;N;N;92
1366;5391;;Y;N;Y;N;N;N;8
1367;5391;;Y;N;Y;N;N;N;50
1367;6338;;Y;Y;N;N;N;N;50
1368;5376;;Y;Y;N;N;N;N;74
1368;5391;;Y;N;Y;N;N;N;26
1369;101;;Y;Y;N;N;N;N;75
1369;5391;;Y;N;Y;N;N;N;25
1370;5391;;Y;N;Y;N;N;N;33
1370;3396;;Y;Y;N;N;N;N;67
1371;632;;Y;Y;N;N;N;N;91
1371;5391;;Y;N;Y;N;N;N;9
1372;620;;Y;Y;N;N;N;N;74
1372;5391;;Y;N;Y;N;N;N;26
1373;1793;;Y;Y;N;N;N;N;67
1373;5391;;Y;N;Y;N;N;N;33
1374;870;;Y;Y;N;N;N;N;93
1374;5391;;Y;N;Y;N;N;N;7
1375;5391;;Y;N;Y;N;N;N;43
1375;7532;;Y;Y;N;N;N;N;57
1376;611;;Y;Y;N;N;N;N;50
1376;5391;;Y;N;Y;N;N;N;50
1377;3695;;Y;Y;N;N;N;N;55
1377;5391;;Y;N;Y;N;N;N;45
1378;186;;Y;Y;N;N;N;N;72
1378;5391;;Y;N;Y;N;N;N;28
1379;71;;Y;Y;N;N;N;N;72
1379;5391;;Y;N;Y;N;N;N;28
1380;5021;;Y;Y;N;N;N;N;66
1380;5391;;Y;N;Y;N;N;N;34
1382;5373;;Y;Y;N;N;N;N;76
