proyecto_id;organizacion_id;persona_id;financiadora;ejecutora;evaluadora;adoptante;beneficiaria;adquiriente;porcentaje_financiamiento
374;903;;Y;Y;N;N;N;N;75
374;5391;;Y;N;Y;N;N;N;25
375;8059;;Y;Y;N;N;N;N;87
375;5391;;Y;N;Y;N;N;N;13
376;122;;Y;Y;N;N;N;N;53
376;5391;;Y;N;Y;N;N;N;47
377;5391;;Y;N;Y;N;N;N;50
377;6255;;Y;Y;N;N;N;N;50
378;1322;;Y;Y;N;N;N;N;72
378;5391;;Y;N;Y;N;N;N;28
379;3695;;Y;Y;N;N;N;N;64
379;5391;;Y;N;Y;N;N;N;36
380;624;;Y;Y;N;N;N;N;81
380;5391;;Y;N;Y;N;N;N;19
381;106;;Y;Y;N;N;N;N;83
381;5391;;Y;N;Y;N;N;N;17
382;5391;;Y;N;Y;N;N;N;42
382;2330;;Y;Y;N;N;N;N;58
383;5391;;Y;N;Y;N;N;N;18
383;7860;;Y;Y;N;N;N;N;82
384;3569;;Y;Y;N;N;N;N;68
384;5391;;Y;N;Y;N;N;N;32
385;5391;;Y;N;Y;N;N;N;36
385;8425;;Y;Y;N;N;N;N;64
386;6506;;Y;Y;N;N;N;N;79
386;5391;;Y;N;Y;N;N;N;21
387;900;;Y;Y;N;N;N;N;69
387;5391;;Y;N;Y;N;N;N;31
388;5391;;Y;N;Y;N;N;N;34
388;624;;Y;Y;N;N;N;N;66
389;5391;;Y;N;Y;N;N;N;26
389;3277;;Y;Y;N;N;N;N;74
390;5391;;Y;N;Y;N;N;N;17
390;1708;;Y;Y;N;N;N;N;83
391;1711;;Y;Y;N;N;N;N;82
391;5391;;Y;N;Y;N;N;N;18
392;977;;Y;Y;N;N;N;N;92
392;5391;;Y;N;Y;N;N;N;8
394;2305;;Y;Y;N;N;N;N;72
394;5391;;Y;N;Y;N;N;N;28
395;357;;Y;Y;N;N;N;N;83
395;5391;;Y;N;Y;N;N;N;17
396;890;;Y;Y;N;N;N;N;66
396;5391;;Y;N;Y;N;N;N;34
397;605;;Y;Y;N;N;N;N;71
397;5391;;Y;N;Y;N;N;N;29
398;611;;N;Y;N;N;N;N;0
398;5391;;Y;N;Y;N;N;N;1.00
399;5391;;Y;N;Y;N;N;N;27
399;7176;;Y;Y;N;N;N;N;73
400;4766;;Y;Y;N;N;N;N;71
400;5391;;Y;N;Y;N;N;N;29
401;5391;;Y;N;Y;N;N;N;36
401;1291;;Y;Y;N;N;N;N;64
402;1063;;Y;Y;N;N;N;N;86
402;5391;;Y;N;Y;N;N;N;14
403;357;;Y;Y;N;N;N;N;69
403;5391;;Y;N;Y;N;N;N;31
404;250;;Y;Y;N;N;N;N;73
404;5391;;Y;N;Y;N;N;N;27
405;206;;Y;Y;N;N;N;N;58
405;5391;;Y;N;Y;N;N;N;42
406;5317;;Y;Y;N;N;N;N;72
406;5391;;Y;N;Y;N;N;N;28
408;9971;;Y;Y;N;N;N;N;65
408;5391;;Y;N;Y;N;N;N;35
409;3697;;Y;Y;N;N;N;N;85
409;5391;;Y;N;Y;N;N;N;15
410;3487;;Y;Y;N;N;N;N;50
410;5391;;Y;N;Y;N;N;N;50
411;5391;;Y;N;Y;N;N;N;33
411;8425;;Y;Y;N;N;N;N;67
412;1185;;Y;Y;N;N;N;N;79
412;5391;;Y;N;Y;N;N;N;21
413;2040;;Y;Y;N;N;N;N;84
413;5391;;Y;N;Y;N;N;N;16
414;1988;;Y;Y;N;N;N;N;95
414;5391;;Y;N;Y;N;N;N;5
415;122;;Y;Y;N;N;N;N;5
415;5391;;Y;N;Y;N;N;N;95
416;37;;Y;Y;N;N;N;N;51
416;5391;;Y;N;Y;N;N;N;49
417;3473;;Y;Y;N;N;N;N;47
417;5391;;Y;N;Y;N;N;N;53
418;5391;;Y;N;Y;N;N;N;22
418;947;;Y;Y;N;N;N;N;78
419;5391;;Y;N;Y;N;N;N;30
419;905;;Y;Y;N;N;N;N;70
420;3532;;Y;Y;N;N;N;N;95
420;5391;;Y;N;Y;N;N;N;5
422;5391;;Y;N;Y;N;N;N;35
422;8416;;Y;Y;N;N;N;N;65
423;1705;;Y;Y;N;N;N;N;86
423;5391;;Y;N;Y;N;N;N;14
424;1870;;Y;Y;N;N;N;N;74
424;5391;;Y;N;Y;N;N;N;26
425;2050;;Y;Y;N;N;N;N;71
425;5391;;Y;N;Y;N;N;N;29
426;5391;;Y;N;Y;N;N;N;29
426;927;;Y;Y;N;N;N;N;71
427;744;;Y;Y;N;N;N;N;76
427;5391;;Y;N;Y;N;N;N;24
428;5391;;Y;N;Y;N;N;N;25
428;7735;;Y;Y;N;N;N;N;75
429;1975;;Y;Y;N;N;N;N;61
429;5391;;Y;N;Y;N;N;N;39
430;5377;;Y;Y;N;N;N;N;55
430;5391;;Y;N;Y;N;N;N;45
431;2019;;Y;Y;N;N;N;N;63
431;5391;;Y;N;Y;N;N;N;37
432;148;;Y;Y;N;N;N;N;76
432;5391;;Y;N;Y;N;N;N;24
433;1268;;Y;Y;N;N;N;N;64
433;5391;;Y;N;Y;N;N;N;36
434;5391;;Y;N;Y;N;N;N;34
434;977;;Y;Y;N;N;N;N;66
435;964;;Y;Y;N;N;N;N;76
435;5391;;Y;N;Y;N;N;N;24
437;5391;;Y;N;Y;N;N;N;39
437;921;;Y;Y;N;N;N;N;61
438;903;;Y;Y;N;N;N;N;56
438;5391;;Y;N;Y;N;N;N;44
439;51;;Y;Y;N;N;N;N;61
439;5391;;Y;N;Y;N;N;N;39
440;5391;;Y;N;Y;N;N;N;40
440;8422;;Y;Y;N;N;N;N;60
441;5391;;Y;N;Y;N;N;N;28
441;7992;;Y;Y;N;N;N;N;72
442;1909;;Y;Y;N;N;N;N;73
442;5391;;Y;N;Y;N;N;N;27
443;1909;;Y;Y;N;N;N;N;54
443;5391;;Y;N;Y;N;N;N;46
444;605;;Y;Y;N;N;N;N;85
444;5391;;Y;N;Y;N;N;N;15
445;6314;;Y;Y;N;N;N;N;95
445;5391;;Y;N;Y;N;N;N;5
446;5231;;Y;Y;N;N;N;N;67
446;5391;;Y;N;Y;N;N;N;33
447;156;;Y;Y;N;N;N;N;1
447;5391;;Y;N;Y;N;N;N;99
448;904;;Y;Y;N;N;N;N;86
448;5391;;Y;N;Y;N;N;N;14
449;904;;Y;Y;N;N;N;N;69
449;5391;;Y;N;Y;N;N;N;31
450;5019;;Y;Y;N;N;N;N;84
450;5391;;Y;N;Y;N;N;N;16
451;592;;Y;Y;N;N;N;N;82
451;5391;;Y;N;Y;N;N;N;18
452;5391;;Y;N;Y;N;N;N;35
452;1702;;Y;Y;N;N;N;N;65
453;1166;;Y;Y;N;N;N;N;50
453;5391;;Y;N;Y;N;N;N;50
454;944;;Y;Y;N;N;N;N;66
454;5391;;Y;N;Y;N;N;N;34
455;624;;Y;Y;N;N;N;N;77
455;5391;;Y;N;Y;N;N;N;23
456;5391;;Y;N;Y;N;N;N;27
456;9496;;Y;Y;N;N;N;N;73
457;5391;;Y;N;Y;N;N;N;20
457;1793;;Y;Y;N;N;N;N;80
458;910;;Y;Y;N;N;N;N;93
458;5391;;Y;N;Y;N;N;N;7
459;1793;;Y;Y;N;N;N;N;54
459;5391;;Y;N;Y;N;N;N;46
460;5391;;Y;N;Y;N;N;N;42
460;8663;;Y;Y;N;N;N;N;58
461;881;;Y;Y;N;N;N;N;70
461;5391;;Y;N;Y;N;N;N;30
462;5391;;Y;N;Y;N;N;N;41
462;7841;;Y;Y;N;N;N;N;59
463;5391;;Y;N;Y;N;N;N;21
463;592;;Y;Y;N;N;N;N;79
464;156;;Y;Y;N;N;N;N;76
464;5391;;Y;N;Y;N;N;N;24
465;1988;;Y;Y;N;N;N;N;80
465;5391;;Y;N;Y;N;N;N;20
466;716;;Y;Y;N;N;N;N;51
466;5391;;Y;N;Y;N;N;N;49
467;5391;;Y;N;Y;N;N;N;40
467;5317;;Y;Y;N;N;N;N;60
468;922;;Y;Y;N;N;N;N;65
468;5391;;Y;N;Y;N;N;N;35
470;587;;Y;Y;N;N;N;N;66
470;5391;;Y;N;Y;N;N;N;34
471;5391;;Y;N;Y;N;N;N;10
471;273;;Y;Y;N;N;N;N;90
472;5391;;Y;N;Y;N;N;N;26
472;8257;;Y;Y;N;N;N;N;74
473;1782;;Y;Y;N;N;N;N;70
473;5391;;Y;N;Y;N;N;N;30
474;146;;Y;Y;N;N;N;N;68
474;5391;;Y;N;Y;N;N;N;32
475;5391;;Y;N;Y;N;N;N;76
475;8022;;Y;Y;N;N;N;N;24
476;5391;;Y;N;Y;N;N;N;30
476;1064;;Y;Y;N;N;N;N;70
477;3884;;Y;Y;N;N;N;N;50
477;5391;;Y;N;Y;N;N;N;50
478;870;;Y;Y;N;N;N;N;62
478;5391;;Y;N;Y;N;N;N;38
479;1666;;Y;Y;N;N;N;N;90
479;5391;;Y;N;Y;N;N;N;10
480;5391;;Y;N;Y;N;N;N;8
480;2128;;Y;Y;N;N;N;N;92
481;5391;;Y;N;Y;N;N;N;46
481;7076;;Y;Y;N;N;N;N;54
482;5391;;Y;N;Y;N;N;N;47
482;2065;;Y;Y;N;N;N;N;53
483;1909;;Y;Y;N;N;N;N;82
483;5391;;Y;N;Y;N;N;N;18
484;955;;Y;Y;N;N;N;N;51
484;5391;;Y;N;Y;N;N;N;49
485;5391;;Y;N;Y;N;N;N;50
485;903;;Y;Y;N;N;N;N;50
486;5391;;Y;N;Y;N;N;N;46
486;1975;;Y;Y;N;N;N;N;54
487;965;;Y;Y;N;N;N;N;85
487;5391;;Y;N;Y;N;N;N;15
488;186;;Y;Y;N;N;N;N;65
488;5391;;Y;N;Y;N;N;N;35
489;277;;Y;Y;N;N;N;N;90
489;5391;;Y;N;Y;N;N;N;10
490;5391;;Y;N;Y;N;N;N;47
490;8441;;Y;Y;N;N;N;N;53
491;624;;Y;Y;N;N;N;N;73
491;5391;;Y;N;Y;N;N;N;27
492;4819;;Y;Y;N;N;N;N;69
492;5391;;Y;N;Y;N;N;N;31
493;218;;Y;Y;N;N;N;N;52
493;5391;;Y;N;Y;N;N;N;48
494;4897;;Y;Y;N;N;N;N;67
494;5391;;Y;N;Y;N;N;N;33
495;620;;N;Y;N;N;N;N;0
495;5391;;Y;N;Y;N;N;N;1.00
496;899;;Y;Y;N;N;N;N;86
496;5391;;Y;N;Y;N;N;N;14
497;5391;;Y;N;Y;N;N;N;30
497;8912;;Y;Y;N;N;N;N;70
498;2305;;Y;Y;N;N;N;N;56
498;5391;;Y;N;Y;N;N;N;44
499;156;;Y;Y;N;N;N;N;50
499;5391;;Y;N;Y;N;N;N;50
500;82;;Y;Y;N;N;N;N;90
500;5391;;Y;N;Y;N;N;N;10
501;165;;Y;Y;N;N;N;N;69
501;5391;;Y;N;Y;N;N;N;31
503;4140;;Y;Y;N;N;N;N;71
503;5391;;Y;N;Y;N;N;N;29
504;5391;;Y;N;Y;N;N;N;46
504;9567;;Y;Y;N;N;N;N;54
505;3613;;Y;Y;N;N;N;N;50
505;5391;;Y;N;Y;N;N;N;50
506;943;;Y;Y;N;N;N;N;50
506;5391;;Y;N;Y;N;N;N;50
507;1931;;Y;Y;N;N;N;N;58
507;5391;;Y;N;Y;N;N;N;42
508;5317;;Y;Y;N;N;N;N;78
508;5391;;Y;N;Y;N;N;N;22
509;37;;Y;Y;N;N;N;N;74
509;5391;;Y;N;Y;N;N;N;26
510;904;;Y;Y;N;N;N;N;52
510;5391;;Y;N;Y;N;N;N;48
511;4020;;Y;Y;N;N;N;N;72
511;5391;;Y;N;Y;N;N;N;28
512;937;;Y;Y;N;N;N;N;77
512;5391;;Y;N;Y;N;N;N;23
513;89;;Y;Y;N;N;N;N;62
513;5391;;Y;N;Y;N;N;N;38
514;624;;Y;Y;N;N;N;N;87
514;5391;;Y;N;Y;N;N;N;13
515;89;;Y;Y;N;N;N;N;53
515;5391;;Y;N;Y;N;N;N;47
516;876;;Y;Y;N;N;N;N;68
516;5391;;Y;N;Y;N;N;N;32
517;5391;;Y;N;Y;N;N;N;28
517;7746;;Y;Y;N;N;N;N;72
518;5391;;Y;N;Y;N;N;N;50
518;1675;;Y;Y;N;N;N;N;50
520;5391;;Y;N;Y;N;N;N;10
520;8594;;Y;Y;N;N;N;N;90
521;5391;;Y;N;Y;N;N;N;27
521;593;;Y;Y;N;N;N;N;73
522;87;;Y;Y;N;N;N;N;52
522;5391;;Y;N;Y;N;N;N;48
523;624;;Y;Y;N;N;N;N;85
523;5391;;Y;N;Y;N;N;N;15
524;2019;;Y;Y;N;N;N;N;66
524;5391;;Y;N;Y;N;N;N;34
525;605;;Y;Y;N;N;N;N;70
525;5391;;Y;N;Y;N;N;N;30
526;3818;;Y;Y;N;N;N;N;63
526;5391;;Y;N;Y;N;N;N;37
527;5391;;Y;N;Y;N;N;N;39
527;1864;;Y;Y;N;N;N;N;61
528;5391;;Y;N;Y;N;N;N;14
528;8419;;Y;Y;N;N;N;N;86
529;5391;;Y;N;Y;N;N;N;25
529;1013;;Y;Y;N;N;N;N;75
530;4848;;Y;Y;N;N;N;N;88
530;5391;;Y;N;Y;N;N;N;12
531;3908;;Y;Y;N;N;N;N;68
531;5391;;Y;N;Y;N;N;N;32
532;1217;;Y;Y;N;N;N;N;82
532;5391;;Y;N;Y;N;N;N;18
533;182;;Y;Y;N;N;N;N;81
533;5391;;Y;N;Y;N;N;N;19
534;128;;Y;Y;N;N;N;N;69
534;5391;;Y;N;Y;N;N;N;31
535;165;;Y;Y;N;N;N;N;79
535;5391;;Y;N;Y;N;N;N;21
536;5391;;Y;N;Y;N;N;N;18
536;592;;Y;Y;N;N;N;N;82
537;3434;;Y;Y;N;N;N;N;71
537;5391;;Y;N;Y;N;N;N;29
538;1138;;Y;Y;N;N;N;N;50
538;5391;;Y;N;Y;N;N;N;50
539;5391;;Y;N;Y;N;N;N;30
539;156;;Y;Y;N;N;N;N;70
540;922;;Y;Y;N;N;N;N;65
540;5391;;Y;N;Y;N;N;N;35
541;4792;;Y;Y;N;N;N;N;88
541;5391;;Y;N;Y;N;N;N;12
542;4823;;Y;Y;N;N;N;N;72
542;5391;;Y;N;Y;N;N;N;28
543;5391;;Y;N;Y;N;N;N;24
543;624;;Y;Y;N;N;N;N;76
544;896;;Y;Y;N;N;N;N;50
544;5391;;Y;N;Y;N;N;N;50
545;5391;;Y;N;Y;N;N;N;38
545;8981;;Y;Y;N;N;N;N;62
546;1909;;Y;Y;N;N;N;N;80
546;5391;;Y;N;Y;N;N;N;20
547;624;;Y;Y;N;N;N;N;69
547;5391;;Y;N;Y;N;N;N;31
548;1820;;Y;Y;N;N;N;N;67
548;5391;;Y;N;Y;N;N;N;33
549;927;;Y;Y;N;N;N;N;64
549;5391;;Y;N;Y;N;N;N;36
550;901;;N;Y;N;N;N;N;0
550;5391;;Y;N;Y;N;N;N;1.00
551;584;;Y;Y;N;N;N;N;60
551;5391;;Y;N;Y;N;N;N;40
552;5225;;Y;Y;N;N;N;N;78
552;5391;;Y;N;Y;N;N;N;22
553;1726;;Y;Y;N;N;N;N;70
553;5391;;Y;N;Y;N;N;N;30
554;1268;;Y;Y;N;N;N;N;50
554;5391;;Y;N;Y;N;N;N;50
555;903;;Y;Y;N;N;N;N;83
555;5391;;Y;N;Y;N;N;N;17
556;909;;Y;Y;N;N;N;N;65
556;5391;;Y;N;Y;N;N;N;35
557;5388;;Y;Y;N;N;N;N;49
557;5391;;Y;N;Y;N;N;N;51
558;5391;;Y;N;Y;N;N;N;21
558;9598;;Y;Y;N;N;N;N;79
559;957;;Y;Y;N;N;N;N;50
559;5391;;Y;N;Y;N;N;N;50
560;5391;;Y;N;Y;N;N;N;42
560;955;;Y;Y;N;N;N;N;58
561;1243;;N;Y;N;N;N;N;0
561;5391;;Y;N;Y;N;N;N;1.00
562;89;;Y;Y;N;N;N;N;76
562;5391;;Y;N;Y;N;N;N;24
563;1063;;Y;Y;N;N;N;N;76
563;5391;;Y;N;Y;N;N;N;24
564;888;;Y;Y;N;N;N;N;52
564;5391;;Y;N;Y;N;N;N;48
565;1708;;N;Y;N;N;N;N;0
565;5391;;Y;N;Y;N;N;N;1.00
566;5391;;Y;N;Y;N;N;N;46
566;8488;;Y;Y;N;N;N;N;54
567;1070;;Y;Y;N;N;N;N;68
567;5391;;Y;N;Y;N;N;N;32
568;156;;Y;Y;N;N;N;N;55
568;5391;;Y;N;Y;N;N;N;45
569;5391;;Y;N;Y;N;N;N;1.00
569;7892;;N;Y;N;N;N;N;0
570;5371;;Y;Y;N;N;N;N;82
570;5391;;Y;N;Y;N;N;N;18
571;4797;;Y;Y;N;N;N;N;52
571;5391;;Y;N;Y;N;N;N;48
572;5391;;Y;N;Y;N;N;N;27
572;8542;;Y;Y;N;N;N;N;73
573;888;;Y;Y;N;N;N;N;55
573;5391;;Y;N;Y;N;N;N;45
574;5391;;Y;N;Y;N;N;N;8
574;5428;;Y;Y;N;N;N;N;92
575;1268;;Y;Y;N;N;N;N;50
575;5391;;Y;N;Y;N;N;N;50
576;926;;Y;Y;N;N;N;N;73
576;5391;;Y;N;Y;N;N;N;27
577;156;;Y;Y;N;N;N;N;83
577;5391;;Y;N;Y;N;N;N;17
578;5391;;Y;N;Y;N;N;N;22
578;6593;;Y;Y;N;N;N;N;78
579;1918;;Y;Y;N;N;N;N;50
579;5391;;Y;N;Y;N;N;N;50
580;1845;;Y;Y;N;N;N;N;76
580;5391;;Y;N;Y;N;N;N;24
581;957;;Y;Y;N;N;N;N;50
581;5391;;Y;N;Y;N;N;N;50
582;5391;;Y;N;Y;N;N;N;49
582;9334;;Y;Y;N;N;N;N;51
586;5391;;Y;N;Y;N;N;N;50
586;5111;;Y;Y;N;N;N;N;50
587;5391;;Y;N;Y;N;N;N;75
587;9397;;Y;Y;N;N;N;N;25
588;5391;;Y;N;Y;N;N;N;15
588;9496;;Y;Y;N;N;N;N;85
589;5391;;Y;N;Y;N;N;N;22
589;9496;;Y;Y;N;N;N;N;78
590;5391;;Y;N;Y;N;N;N;18
590;937;;Y;Y;N;N;N;N;82
591;5391;;Y;N;Y;N;N;N;33
591;4908;;Y;Y;N;N;N;N;67
592;3759;;Y;Y;N;N;N;N;59
592;5391;;Y;N;Y;N;N;N;41
594;5391;;Y;N;Y;N;N;N;45
594;9496;;Y;Y;N;N;N;N;55
595;5391;;Y;N;Y;N;N;N;33
595;9496;;Y;Y;N;N;N;N;67
596;9496;;Y;Y;N;N;N;N;83
596;5391;;Y;N;Y;N;N;N;17
597;357;;Y;Y;N;N;N;N;18
597;5391;;Y;N;Y;N;N;N;82
598;944;;Y;Y;N;N;N;N;61
598;5391;;Y;N;Y;N;N;N;39
599;37;;Y;Y;N;N;N;N;77
599;5391;;Y;N;Y;N;N;N;23
600;1782;;Y;Y;N;N;N;N;58
600;5391;;Y;N;Y;N;N;N;42
601;4908;;Y;Y;N;N;N;N;80
601;5391;;Y;N;Y;N;N;N;20
602;5391;;Y;N;Y;N;N;N;33
602;8419;;Y;Y;N;N;N;N;67
604;1975;;Y;Y;N;N;N;N;51
604;5391;;Y;N;Y;N;N;N;49
605;5391;;Y;N;Y;N;N;N;25
605;8638;;Y;Y;N;N;N;N;75
606;82;;Y;Y;N;N;N;N;54
606;5391;;Y;N;Y;N;N;N;46
607;591;;Y;Y;N;N;N;N;76
607;5391;;Y;N;Y;N;N;N;24
608;1708;;Y;Y;N;N;N;N;62
608;5391;;Y;N;Y;N;N;N;38
609;917;;Y;Y;N;N;N;N;70
609;5391;;Y;N;Y;N;N;N;30
610;37;;Y;Y;N;N;N;N;50
610;5391;;Y;N;Y;N;N;N;50
611;955;;Y;Y;N;N;N;N;75
611;5391;;Y;N;Y;N;N;N;25
612;955;;Y;Y;N;N;N;N;78
612;5391;;Y;N;Y;N;N;N;22
613;5019;;Y;Y;N;N;N;N;65
613;5391;;Y;N;Y;N;N;N;35
614;2123;;Y;Y;N;N;N;N;66
614;5391;;Y;N;Y;N;N;N;34
615;5391;;Y;N;Y;N;N;N;17
615;8902;;Y;Y;N;N;N;N;83
616;183;;Y;Y;N;N;N;N;73
616;5391;;Y;N;Y;N;N;N;27
617;4908;;Y;Y;N;N;N;N;76
617;5391;;Y;N;Y;N;N;N;24
619;77;;Y;Y;N;N;N;N;74
619;5391;;Y;N;Y;N;N;N;26
620;4838;;N;Y;N;N;N;N;0
620;5391;;Y;N;Y;N;N;N;1.00
621;909;;Y;Y;N;N;N;N;75
621;5391;;Y;N;Y;N;N;N;25
622;5391;;Y;N;Y;N;N;N;48
622;889;;Y;Y;N;N;N;N;52
623;5391;;Y;N;Y;N;N;N;45
623;5815;;Y;Y;N;N;N;N;55
624;1000;;Y;Y;N;N;N;N;77
624;5391;;Y;N;Y;N;N;N;23
625;888;;Y;Y;N;N;N;N;66
625;5391;;Y;N;Y;N;N;N;34
628;905;;Y;Y;N;N;N;N;73
628;5391;;Y;N;Y;N;N;N;27
629;4810;;Y;Y;N;N;N;N;96
629;5391;;Y;N;Y;N;N;N;4
630;888;;Y;Y;N;N;N;N;75
630;5391;;Y;N;Y;N;N;N;25
631;5124;;Y;Y;N;N;N;N;85
631;5391;;Y;N;Y;N;N;N;15
632;1651;;Y;Y;N;N;N;N;78
632;5391;;Y;N;Y;N;N;N;22
633;183;;Y;Y;N;N;N;N;73
633;5391;;Y;N;Y;N;N;N;27
634;889;;Y;Y;N;N;N;N;63
634;5391;;Y;N;Y;N;N;N;37
635;177;;Y;Y;N;N;N;N;58
635;5391;;Y;N;Y;N;N;N;42
636;4847;;Y;Y;N;N;N;N;65
636;5391;;Y;N;Y;N;N;N;35
637;1972;;Y;Y;N;N;N;N;55
637;5391;;Y;N;Y;N;N;N;45
638;1702;;Y;Y;N;N;N;N;53
638;5391;;Y;N;Y;N;N;N;47
639;5391;;Y;N;Y;N;N;N;14
639;6314;;Y;Y;N;N;N;N;86
640;5391;;Y;N;Y;N;N;N;29
640;890;;Y;Y;N;N;N;N;71
641;611;;Y;Y;N;N;N;N;50
641;5391;;Y;N;Y;N;N;N;50
642;1909;;Y;Y;N;N;N;N;56
642;5391;;Y;N;Y;N;N;N;44
643;624;;Y;Y;N;N;N;N;68
643;5391;;Y;N;Y;N;N;N;32
644;5317;;Y;Y;N;N;N;N;60
644;5391;;Y;N;Y;N;N;N;40
645;5391;;Y;N;Y;N;N;N;27
645;547;;Y;Y;N;N;N;N;73
646;4008;;Y;Y;N;N;N;N;82
646;5391;;Y;N;Y;N;N;N;18
647;716;;Y;Y;N;N;N;N;55
647;5391;;Y;N;Y;N;N;N;45
648;5391;;Y;N;Y;N;N;N;36
648;5317;;Y;Y;N;N;N;N;64
649;200;;Y;Y;N;N;N;N;74
649;5391;;Y;N;Y;N;N;N;26
650;716;;Y;Y;N;N;N;N;69
650;5391;;Y;N;Y;N;N;N;31
651;5428;;Y;Y;N;N;N;N;89
651;5391;;Y;N;Y;N;N;N;11
652;5373;;Y;Y;N;N;N;N;87
652;5391;;Y;N;Y;N;N;N;13
653;5391;;Y;N;Y;N;N;N;25
653;3851;;Y;Y;N;N;N;N;75
654;252;;Y;Y;N;N;N;N;80
654;5391;;Y;N;Y;N;N;N;20
655;5391;;Y;N;Y;N;N;N;50
655;444;;Y;Y;N;N;N;N;50
656;5391;;Y;N;Y;N;N;N;50
656;1064;;Y;Y;N;N;N;N;50
657;4661;;Y;Y;N;N;N;N;78
657;5391;;Y;N;Y;N;N;N;22
658;7992;;Y;Y;N;N;N;N;67
658;5391;;Y;N;Y;N;N;N;33
659;908;;Y;Y;N;N;N;N;70
659;5391;;Y;N;Y;N;N;N;30
660;918;;Y;Y;N;N;N;N;76
660;5391;;Y;N;Y;N;N;N;24
662;611;;Y;Y;N;N;N;N;50
662;5391;;Y;N;Y;N;N;N;50
663;87;;Y;Y;N;N;N;N;51
663;5391;;Y;N;Y;N;N;N;49
664;5391;;Y;N;Y;N;N;N;50
664;8461;;Y;Y;N;N;N;N;50
665;870;;Y;Y;N;N;N;N;76
665;5391;;Y;N;Y;N;N;N;24
666;624;;Y;Y;N;N;N;N;84
666;5391;;Y;N;Y;N;N;N;16
667;444;;Y;Y;N;N;N;N;61
667;5391;;Y;N;Y;N;N;N;39
668;5391;;Y;N;Y;N;N;N;22
668;8021;;Y;Y;N;N;N;N;78
669;518;;Y;Y;N;N;N;N;70
669;5391;;Y;N;Y;N;N;N;30
670;1738;;Y;Y;N;N;N;N;68
670;5391;;Y;N;Y;N;N;N;32
671;5391;;Y;N;Y;N;N;N;44
671;594;;Y;Y;N;N;N;N;56
673;263;;Y;Y;N;N;N;N;72
673;5391;;Y;N;Y;N;N;N;28
675;5391;;Y;N;Y;N;N;N;32
675;8022;;Y;Y;N;N;N;N;68
676;3541;;Y;Y;N;N;N;N;63
676;5391;;Y;N;Y;N;N;N;37
677;898;;Y;Y;N;N;N;N;67
677;5391;;Y;N;Y;N;N;N;33
678;4845;;Y;Y;N;N;N;N;70
678;5391;;Y;N;Y;N;N;N;30
679;4847;;Y;Y;N;N;N;N;52
679;5391;;Y;N;Y;N;N;N;48
680;890;;Y;Y;N;N;N;N;50
680;5391;;Y;N;Y;N;N;N;50
681;4154;;Y;Y;N;N;N;N;50
681;5391;;Y;N;Y;N;N;N;50
682;5231;;Y;Y;N;N;N;N;71
682;5391;;Y;N;Y;N;N;N;29
683;5391;;Y;N;Y;N;N;N;50
683;995;;Y;Y;N;N;N;N;50
684;5391;;Y;N;Y;N;N;N;22
684;5975;;Y;Y;N;N;N;N;78
685;148;;Y;Y;N;N;N;N;76
685;5391;;Y;N;Y;N;N;N;24
686;5391;;Y;N;Y;N;N;N;29
686;1972;;Y;Y;N;N;N;N;71
687;868;;Y;Y;N;N;N;N;68
687;5391;;Y;N;Y;N;N;N;32
688;148;;Y;Y;N;N;N;N;77
688;5391;;Y;N;Y;N;N;N;23
689;158;;Y;Y;N;N;N;N;76
689;5391;;Y;N;Y;N;N;N;24
690;918;;Y;Y;N;N;N;N;50
690;5391;;Y;N;Y;N;N;N;50
691;5391;;Y;N;Y;N;N;N;40
691;7886;;Y;Y;N;N;N;N;60
692;200;;Y;Y;N;N;N;N;92
692;5391;;Y;N;Y;N;N;N;8
693;518;;Y;Y;N;N;N;N;72
693;5391;;Y;N;Y;N;N;N;28
694;895;;Y;Y;N;N;N;N;93
694;5391;;Y;N;Y;N;N;N;7
695;5391;;Y;N;Y;N;N;N;40
695;4616;;Y;Y;N;N;N;N;60
696;1243;;Y;Y;N;N;N;N;75
696;5391;;Y;N;Y;N;N;N;25
697;5391;;Y;N;Y;N;N;N;17
697;5431;;Y;Y;N;N;N;N;83
698;1405;;Y;Y;N;N;N;N;74
698;5391;;Y;N;Y;N;N;N;26
699;877;;Y;Y;N;N;N;N;68
699;5391;;Y;N;Y;N;N;N;32
700;1268;;Y;Y;N;N;N;N;78
700;5391;;Y;N;Y;N;N;N;22
701;895;;Y;Y;N;N;N;N;94
701;5391;;Y;N;Y;N;N;N;6
703;122;;Y;Y;N;N;N;N;50
703;5391;;Y;N;Y;N;N;N;50
704;620;;Y;Y;N;N;N;N;72
704;5391;;Y;N;Y;N;N;N;28
705;5391;;Y;N;Y;N;N;N;50
705;4947;;Y;Y;N;N;N;N;50
706;1216;;Y;Y;N;N;N;N;64
706;5391;;Y;N;Y;N;N;N;36
707;905;;Y;Y;N;N;N;N;76
707;5391;;Y;N;Y;N;N;N;24
708;905;;Y;Y;N;N;N;N;73
708;5391;;Y;N;Y;N;N;N;27
709;5391;;Y;N;Y;N;N;N;44
709;1902;;Y;Y;N;N;N;N;56
710;890;;Y;Y;N;N;N;N;55
710;5391;;Y;N;Y;N;N;N;45
711;5391;;Y;N;Y;N;N;N;43
711;927;;Y;Y;N;N;N;N;57
712;5391;;Y;N;Y;N;N;N;20
