organizacion_id;tipo_institucion_id;nivel;estado_organizacion_id;institucion_nivel1_id;institucion_nivel2_id;institucion_nivel3_id;institucion_nivel4_id;institucion_nivel5_id;institucion_nivel6_id;institucion_nivel1_descripcion;institucion_nivel2_descripcion;institucion_nivel3_descripcion;institucion_nivel4_descripcion;institucion_nivel5_descripcion;institucion_nivel6_descripcion
17044;73;4;3;00587;04913;00926;17044;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;CENTRO CIENTIFICO TECNOLOGICO CONICET - CORDOBA;INSTITUTO DE INVESTIGACION MEDICA MERCEDES Y MARTIN FERREYRA;GRUPO VINCULADO CENTRO DE INVESTIGACION EN MEDICINA TRASLACIONAL SEVERO R. AMUCHASTEGUI - CIMETSA;;
17044;75;3;3;00247;00926;17044;;;;UNIVERSIDAD NACIONAL DE CORDOBA;INSTITUTO DE INVESTIGACION MEDICA MERCEDES Y MARTIN FERREYRA;GRUPO VINCULADO CENTRO DE INVESTIGACION EN MEDICINA TRASLACIONAL SEVERO R. AMUCHASTEGUI - CIMETSA;;;
17044;79;3;3;16181;00926;17044;;;;INSTITUTO DE INVESTIGACION MEDICA MERCEDES Y MARTIN FERREYRA;INSTITUTO DE INVESTIGACION MEDICA MERCEDES Y MARTIN FERREYRA;GRUPO VINCULADO CENTRO DE INVESTIGACION EN MEDICINA TRASLACIONAL SEVERO R. AMUCHASTEGUI - CIMETSA;;;
17045;75;4;3;00517;00520;05428;17045;;;UNIVERSIDAD NACIONAL DE SAN LUIS;FACULTAD DE CS.FISICO MATEMATICAS Y NATURALES;"INSTITUTO  DE FISICA  APLICADA ""DR. JORGE ANDRES ZGRABLICH""";GRUPO VINCULADO BIONANOTECNOLOGIA Y SISTEMAS COMPLEJOS;;
17045;73;4;3;00587;05403;05428;17045;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;CENTRO CIENTIFICO TECNOLOGICO CONICET - SAN LUIS;"INSTITUTO  DE FISICA  APLICADA ""DR. JORGE ANDRES ZGRABLICH""";GRUPO VINCULADO BIONANOTECNOLOGIA Y SISTEMAS COMPLEJOS;;
17045;75;3;3;00575;04173;17045;;;;UNIVERSIDAD TECNOLOGICA NACIONAL;FACULTAD REG.SAN RAFAEL;GRUPO VINCULADO BIONANOTECNOLOGIA Y SISTEMAS COMPLEJOS;;;
17052;75;2;3;02061;17052;;;;;UNIVERSIDAD NACIONAL DE VILLA MARIA;CENTRO DE CONOCIMIENTO, FORMACION E INVESTIGACION EN ESTUDIOS SOCIALES;;;;
17052;73;3;3;00587;04913;17052;;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;CENTRO CIENTIFICO TECNOLOGICO CONICET - CORDOBA;CENTRO DE CONOCIMIENTO, FORMACION E INVESTIGACION EN ESTUDIOS SOCIALES;;;
17062;73;4;3;00022;05975;01713;17062;;;COMISION NACIONAL DE ENERGIA ATOMICA;GERENCIA D/AREA DE ENERGIA NUCLEAR;INSTITUTO BALSEIRO;ARCHIVO HISTORICO DEL CENTRO ATOMICO BARILOCHE E INSTITUTO BALSEIRO;;
17062;75;3;3;00297;01713;17062;;;;UNIVERSIDAD NACIONAL DE CUYO;INSTITUTO BALSEIRO;ARCHIVO HISTORICO DEL CENTRO ATOMICO BARILOCHE E INSTITUTO BALSEIRO;;;
17313;75;2;6;00297;17313;;;;;UNIVERSIDAD NACIONAL DE CUYO;INSTITUTO DE INGENIERIA Y CIENCIAS APLICADAS A LA INDUSTRIA;;;;
17313;73;3;6;00587;05368;17313;;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;CENTRO CIENTIFICO TECNOLOGICO CONICET - MENDOZA;INSTITUTO DE INGENIERIA Y CIENCIAS APLICADAS A LA INDUSTRIA;;;
17314;75;2;3;00498;17314;;;;;UNIVERSIDAD NACIONAL DE SAN JUAN;INSTITUTO REGIONAL DE PLANEAMIENTO Y HABITAT;;;;
17314;73;3;3;00587;09822;17314;;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;CENTRO CIENTIFICO TECNOLOGICO CONICET - SAN JUAN;INSTITUTO REGIONAL DE PLANEAMIENTO Y HABITAT;;;
17381;75;2;3;01715;17381;;;;;UNIVERSIDAD NACIONAL DE SAN MARTIN;INSTITUTO DE CIENCIAS FISICAS;;;;
17381;73;3;3;00587;08209;17381;;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;OFICINA DE COORDINACION ADMINISTRATIVA PQUE. CENTENARIO;INSTITUTO DE CIENCIAS FISICAS;;;
17391;73;2;3;00064;17391;;;;;INSTITUTO NACIONAL DE TECNOLOGIA AGROPECUARIA;UNIDAD INTEGRADA PARA LA INNOVACION DEL SISTEMA AGROALIMENTARIO DE LA PATAGONIA NORTE;;;;
17391;75;2;3;06003;17391;;;;;UNIVERSIDAD NACIONAL DE RIO NEGRO;UNIDAD INTEGRADA PARA LA INNOVACION DEL SISTEMA AGROALIMENTARIO DE LA PATAGONIA NORTE;;;;
17391;75;2;3;00231;17391;;;;;UNIVERSIDAD NACIONAL DEL COMAHUE;UNIDAD INTEGRADA PARA LA INNOVACION DEL SISTEMA AGROALIMENTARIO DE LA PATAGONIA NORTE;;;;
17391;74;3;3;04779;17390;17391;;;;GOBIERNO DE LA PROVINCIA DE RIO NEGRO;INSTITUTO DE DESARROLLO DEL VALLE INFERIOR DEL RIO NEGRO;UNIDAD INTEGRADA PARA LA INNOVACION DEL SISTEMA AGROALIMENTARIO DE LA PATAGONIA NORTE;;;
17552;75;4;3;00101;00192;11380;17552;;;UNIVERSIDAD DE BUENOS AIRES;FACULTAD DE MEDICINA;"INSTITUTO DE INVESTIGACIONES CARDIOLOGICAS ""PROF. DR. ALBERTO C. TAQUINI""";INSTITUTO ALBERTO C. TAQUINI DE INVESTIGACIONES EN MEDICINA TRASLACIONAL;;
17552;73;3;3;00587;08208;17552;;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;OFICINA DE COORDINACION ADMINISTRATIVA HOUSSAY;INSTITUTO ALBERTO C. TAQUINI DE INVESTIGACIONES EN MEDICINA TRASLACIONAL;;;
17577;75;2;3;06003;17577;;;;;UNIVERSIDAD NACIONAL DE RIO NEGRO;INSTITUTO DE INVESTIGACIONES EN RECURSOS NATURALES, AGROECOLOGIA Y DESARROLLO RURAL;;;;
17577;73;3;3;00587;06288;17577;;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;CENTRO CIENTIFICO TECNOLOGICO CONICET - PATAGONIA NORTE;INSTITUTO DE INVESTIGACIONES EN RECURSOS NATURALES, AGROECOLOGIA Y DESARROLLO RURAL;;;
17604;73;2;3;17602;17604;;;;;CENTRE NATIONAL D ETUDES SPATIALES;LABORATOIRE DE PHYSIQUE ET DE CHIMIE DE L ENVIRONNEMENT ET DE L ESPACE;;;;
17604;75;2;3;17603;17604;;;;;UNIVERSITE D ORLEANS;LABORATOIRE DE PHYSIQUE ET DE CHIMIE DE L ENVIRONNEMENT ET DE L ESPACE;;;;
17604;73;2;3;00838;17604;;;;;CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE;LABORATOIRE DE PHYSIQUE ET DE CHIMIE DE L ENVIRONNEMENT ET DE L ESPACE;;;;
17793;75;2;3;01715;17793;;;;;UNIVERSIDAD NACIONAL DE SAN MARTIN;INSTITUTO DE INVESTIGACIONES POLITICAS;;;;
17793;73;3;3;00587;08209;17793;;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;OFICINA DE COORDINACION ADMINISTRATIVA PQUE. CENTENARIO;INSTITUTO DE INVESTIGACIONES POLITICAS;;;
17844;75;2;3;01715;17844;;;;;UNIVERSIDAD NACIONAL DE SAN MARTIN;INSTITUTO DE TECNOLOGIAS EMERGENTES Y CIENCIAS APLICADAS;;;;
17844;73;3;3;00587;08209;17844;;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;OFICINA DE COORDINACION ADMINISTRATIVA PQUE. CENTENARIO;INSTITUTO DE TECNOLOGIAS EMERGENTES Y CIENCIAS APLICADAS;;;
17855;75;4;2;00101;00103;00616;17855;;;UNIVERSIDAD DE BUENOS AIRES;FACULTAD DE AGRONOMIA;INSTITUTO DE INVESTIGACIONES FISIOLOGICAS Y ECOLOGICAS VINCULADAS A LA AGRICULTURA;LABORATORIO DE ANÁLISIS REGIONAL Y TELEDETECCIÓN;;
17855;73;4;2;00587;08209;00616;17855;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;OFICINA DE COORDINACION ADMINISTRATIVA PQUE. CENTENARIO;INSTITUTO DE INVESTIGACIONES FISIOLOGICAS Y ECOLOGICAS VINCULADAS A LA AGRICULTURA;LABORATORIO DE ANÁLISIS REGIONAL Y TELEDETECCIÓN;;
17858;75;2;3;02061;17858;;;;;UNIVERSIDAD NACIONAL DE VILLA MARIA;INSTITUTO MULTIDISCIPLINARIO DE INVESTIGACION Y TRANSFERENCIA AGROALIMENTARIA Y BIOTECNOLOGICA;;;;
17858;73;3;3;00587;04913;17858;;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;CENTRO CIENTIFICO TECNOLOGICO CONICET - CORDOBA;INSTITUTO MULTIDISCIPLINARIO DE INVESTIGACION Y TRANSFERENCIA AGROALIMENTARIA Y BIOTECNOLOGICA;;;
17873;73;2;3;00022;17873;;;;;COMISION NACIONAL DE ENERGIA ATOMICA;CENTRO DE MEDICINA NUCLEAR ;;;;
17873;75;4;3;00101;00192;01065;17873;;;UNIVERSIDAD DE BUENOS AIRES;FACULTAD DE MEDICINA;HOSPITAL DE CLINICAS GRAL.SAN MARTIN;CENTRO DE MEDICINA NUCLEAR ;;
18003;75;4;3;00231;00245;04908;18003;;;UNIVERSIDAD NACIONAL DEL COMAHUE;CENTRO REGIONAL UNIVERSITARIO BARILOCHE;INSTITUTO  DE INVESTIGACIONES EN BIODIVERSIDAD Y MEDIOAMBIENTE;SUBSEDE JUNÍN DE LOS ANDES-INIBIOMA-CENTRO DE ECOLOGÍA APLICADA DEL NEUQUÉN (CEAN);;
18003;73;4;3;00587;06288;04908;18003;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;CENTRO CIENTIFICO TECNOLOGICO CONICET - PATAGONIA NORTE;INSTITUTO  DE INVESTIGACIONES EN BIODIVERSIDAD Y MEDIOAMBIENTE;SUBSEDE JUNÍN DE LOS ANDES-INIBIOMA-CENTRO DE ECOLOGÍA APLICADA DEL NEUQUÉN (CEAN);;
18004;75;4;3;00231;00245;04908;18004;;;UNIVERSIDAD NACIONAL DEL COMAHUE;CENTRO REGIONAL UNIVERSITARIO BARILOCHE;INSTITUTO  DE INVESTIGACIONES EN BIODIVERSIDAD Y MEDIOAMBIENTE;SUBSEDE SAN MARTÍN DE LOS ANDES-INIBIOMA;;
18004;73;4;3;00587;06288;04908;18004;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;CENTRO CIENTIFICO TECNOLOGICO CONICET - PATAGONIA NORTE;INSTITUTO  DE INVESTIGACIONES EN BIODIVERSIDAD Y MEDIOAMBIENTE;SUBSEDE SAN MARTÍN DE LOS ANDES-INIBIOMA;;
18019;73;4;3;00064;10896;00082;18019;;;INSTITUTO NACIONAL DE TECNOLOGIA AGROPECUARIA;CENTRO REGIONAL BUENOS AIRES SUR;ESTACION EXPERIMENTAL AGROPECUARIA BALCARCE;INSTITUTO DE INNOVACIÓN PARA LA PRODUCCIÓN AGROPECUARIA Y EL DESARROLLO SOSTENIBLE;;
18019;73;3;3;00587;06291;18019;;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;CENTRO CIENTIFICO TECNOLOGICO CONICET - MAR DEL PLATA;INSTITUTO DE INNOVACIÓN PARA LA PRODUCCIÓN AGROPECUARIA Y EL DESARROLLO SOSTENIBLE;;;
18027;73;4;3;00587;06291;18019;18027;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;CENTRO CIENTIFICO TECNOLOGICO CONICET - MAR DEL PLATA;INSTITUTO DE INNOVACIÓN PARA LA PRODUCCIÓN AGROPECUARIA Y EL DESARROLLO SOSTENIBLE;GRUPO VINCULADO ESTACION EXPERIMENTAL AGROPECUARIA CUENCA DEL SALADO AL IPADS;;
18029;79;2;3;00740;18029;;;;;FUNDACION P/LA LUCHA C/ENFERM.NEUROLOGICAS INFANCIA;INSTITUTO DE NEUROCIENCIAS;;;;
18029;73;3;3;00587;08207;18029;;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;OFICINA DE COORDINACION ADMINISTRATIVA CIUDAD UNIVERSITARIA;INSTITUTO DE NEUROCIENCIAS;;;
18030;75;2;3;00317;18030;;;;;UNIVERSIDAD NACIONAL DE ENTRE RIOS;INSTITUTO DE CIENCIA Y TECNOLOGIA DE LOS ALIMENTOS DE ENTRE RIOS;;;;
18030;73;3;3;00587;04934;18030;;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;CENTRO CIENTIFICO TECNOLOGICO CONICET - SANTA FE;INSTITUTO DE CIENCIA Y TECNOLOGIA DE LOS ALIMENTOS DE ENTRE RIOS;;;
18031;75;2;3;07418;18031;;;;;UNIVERSIDAD NACIONAL DEL CHACO AUSTRAL;INSTITUTO DE INVESTIGACIONES EN PROCESOS TECNOLOGICOS AVANZADOS;;;;
18031;73;3;3;00587;06293;18031;;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;CENTRO CIENTIFICO TECNOLOGICO CONICET - NORDESTE;INSTITUTO DE INVESTIGACIONES EN PROCESOS TECNOLOGICOS AVANZADOS;;;
18060;75;2;3;00550;18060;;;;;UNIVERSIDAD NACIONAL DE TUCUMAN;INSTITUTO DE INVESTIGACIONES TERRITORIALES Y TECNOLOGICAS PARA LA PRODUCCION DEL HABITAT;;;;
18060;73;3;3;00587;04911;18060;;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;CENTRO CIENTIFICO TECNOLOGICO CONICET NOA SUR;INSTITUTO DE INVESTIGACIONES TERRITORIALES Y TECNOLOGICAS PARA LA PRODUCCION DEL HABITAT;;;
18076;73;4;3;00064;01566;00071;18076;;;INSTITUTO NACIONAL DE TECNOLOGIA AGROPECUARIA;CENTRO REGIONAL SANTA FE;ESTACION EXPERIMENTAL AGROPECUARIA RAFAELA;INSTITUTO DE INVESTIGACION DE LA CADENA LACTEA;;
18076;73;3;3;00587;04934;18076;;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;CENTRO CIENTIFICO TECNOLOGICO CONICET - SANTA FE;INSTITUTO DE INVESTIGACION DE LA CADENA LACTEA;;;
18077;73;4;3;00064;02066;02067;18077;;;INSTITUTO NACIONAL DE TECNOLOGIA AGROPECUARIA;CENTRO DE INVESTIGACION DE AGROINDUSTRIA;INSTITUTO DE TECNOLOGIA DE ALIMENTOS;INSTITUTO DE CIENCIA Y TECNOLOGIA DE SISTEMAS ALIMENTARIOS SUSTENTABLES;;
18077;73;3;3;00587;08209;18077;;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;OFICINA DE COORDINACION ADMINISTRATIVA PQUE. CENTENARIO;INSTITUTO DE CIENCIA Y TECNOLOGIA DE SISTEMAS ALIMENTARIOS SUSTENTABLES;;;
18227;73;4;3;00587;04913;08338;18227;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;CENTRO CIENTIFICO TECNOLOGICO CONICET - CORDOBA;INSTITUTO DE HUMANIDADES;GRUPO VINCULADO INSTITUTO DE INVESTIGACION DE VIVIENDA Y HABITAT (INVIHAB) AL IDH;;
18227;75;3;3;00247;08338;18227;;;;UNIVERSIDAD NACIONAL DE CORDOBA;INSTITUTO DE HUMANIDADES;GRUPO VINCULADO INSTITUTO DE INVESTIGACION DE VIVIENDA Y HABITAT (INVIHAB) AL IDH;;;
18470;75;2;3;18471;18470;;;;;UNIVERSITE GRENOBLE ALPES;INSTITUT NANOSCIENCES ET CRYOGENIE;;;;
18470;73;2;3;18469;18470;;;;;COMMISSARIAT A L ENERGIE ATOMIQUE ET AUX ENERGIES ALTERNATIVES;INSTITUT NANOSCIENCES ET CRYOGENIE;;;;
19176;79;2;3;19177;19176;;;;;WELLCOME GENOME CAMPUS;CENTRE FOR GENOMIC PATHOGEN SURVEILLANCE;;;;
19176;75;2;3;00850;19176;;;;;UNIVERSITY OF OXFORD;CENTRE FOR GENOMIC PATHOGEN SURVEILLANCE;;;;
19570;73;4;3;00587;04912;00897;19570;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;CENTRO CIENTIFICO TECNOLOGICO CONICET - LA PLATA;CENTRO DE ENDOCRINOLOGIA EXPERIMENTAL Y APLICADA;GRUPO VINCULADO LABORATORIO DE NEUROBIOLOGIA DE INSECTOS;;
19570;75;4;3;00339;00374;00897;19570;;;UNIVERSIDAD NACIONAL DE LA PLATA;FACULTAD DE CS.MEDICAS;CENTRO DE ENDOCRINOLOGIA EXPERIMENTAL Y APLICADA;GRUPO VINCULADO LABORATORIO DE NEUROBIOLOGIA DE INSECTOS;;
19789;75;2;8;00221;19789;;;;;UNIVERSIDAD NACIONAL DEL CENTRO DE LA PROVINCIA DE BUENOS AIRES;"SEDE TANDIL DEL INSTITUTO DE HIDROLOGIA DE LLANURAS ""DR. EDUARDO JORGE USUNOFF";;;;
19789;73;2;8;00636;19789;;;;;COMISION DE INVESTIGACIONES CIENTIFICAS DE LA PROVINCIA DE BUENOS AIRES;"SEDE TANDIL DEL INSTITUTO DE HIDROLOGIA DE LLANURAS ""DR. EDUARDO JORGE USUNOFF";;;;
19789;73;3;8;00587;09136;19789;;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;CENTRO CIENTIFICO TECNOLOGICO CONICET - TANDIL;"SEDE TANDIL DEL INSTITUTO DE HIDROLOGIA DE LLANURAS ""DR. EDUARDO JORGE USUNOFF";;;
19884;73;4;3;00587;09136;11401;19884;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;CENTRO CIENTIFICO TECNOLOGICO CONICET - TANDIL;"INSTITUTO DE HIDROLOGIA DE LLANURAS ""DR. EDUARDO JORGE USUNOFF""";"SEDE TANDIL INSTITUTO DE HIDROLOGIA DE LLANURAS ""DR. EDUARDO JORGE USUNOFF""";;
19884;75;3;3;00221;11401;19884;;;;UNIVERSIDAD NACIONAL DEL CENTRO DE LA PROVINCIA DE BUENOS AIRES;"INSTITUTO DE HIDROLOGIA DE LLANURAS ""DR. EDUARDO JORGE USUNOFF""";"SEDE TANDIL INSTITUTO DE HIDROLOGIA DE LLANURAS ""DR. EDUARDO JORGE USUNOFF""";;;
19884;73;3;3;00636;11401;19884;;;;COMISION DE INVESTIGACIONES CIENTIFICAS DE LA PROVINCIA DE BUENOS AIRES;"INSTITUTO DE HIDROLOGIA DE LLANURAS ""DR. EDUARDO JORGE USUNOFF""";"SEDE TANDIL INSTITUTO DE HIDROLOGIA DE LLANURAS ""DR. EDUARDO JORGE USUNOFF""";;;
19987;73;4;3;00587;04934;18030;19987;;;CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS;CENTRO CIENTIFICO TECNOLOGICO CONICET - SANTA FE;INSTITUTO DE CIENCIA Y TECNOLOGIA DE LOS ALIMENTOS DE ENTRE RIOS;SEDE CONCORDIA DEL INSTITUTO DE CIENCIA Y TECNOLOGIA DE LOS ALIMENTOS DE ENTRE RIOS;;
19987;75;3;3;00317;18030;19987;;;;UNIVERSIDAD NACIONAL DE ENTRE RIOS;INSTITUTO DE CIENCIA Y TECNOLOGIA DE LOS ALIMENTOS DE ENTRE RIOS;SEDE CONCORDIA DEL INSTITUTO DE CIENCIA Y TECNOLOGIA DE LOS ALIMENTOS DE ENTRE RIOS;;;
